SK_ID_CURR,neighbors_target_mean_500
230551,0.032
230552,0.13
230554,0.236
230556,0.294
230557,0.064
230559,0.036
230560,0.054
230562,0.12
230563,0.152
230564,0.088
230565,0.032
230567,0.096
230568,0.032
230569,0.038
230570,0.08
230571,0.17
230572,0.238
230573,0.142
230574,0.026
230576,0.028
230578,0.058
230579,0.052
230580,0.04
230583,0.04
230584,0.086
230586,0.028
230587,0.026
230588,0.036
230589,0.03
230591,0.048
230593,0.066
230594,0.04
230595,0.03
230597,0.01
230598,0.022
230599,0.188
230600,0.034
230601,0.266
230602,0.116
230604,0.032
230606,0.122
230607,0.07
230608,0.048
230609,0.056
230611,0.102
230612,0.048
230613,0.162
230614,0.048
230615,0.058
230617,0.04
230620,0.116
230621,0.124
230622,0.016
230624,0.022
230625,0.094
230626,0.03
228262,0.074
226611,0.224
226612,0.018
226615,0.026
227123,0.026
227156,0.04
227310,0.104
227312,0.056
227411,0.008
227440,0.042
227641,0.022
227661,0.094
227714,0.09
228173,0.022
228314,0.008
228317,0.106
228337,0.076
228338,0.14
228352,0.166
228363,0.028
228416,0.038
228423,0.024
228457,0.072
228463,0.076
228473,0.036
228474,0.044
228540,0.048
228546,0.31
228565,0.154
228587,0.14
228607,0.028
228645,0.034
228658,0.064
228665,0.094
228666,0.118
228693,0.08
228715,0.05
228747,0.062
228753,0.028
228777,0.096
228789,0.066
228849,0.098
228896,0.184
228911,0.086
228925,0.026
228948,0.048
228951,0.086
228974,0.104
228997,0.026
229152,0.044
229170,0.012
229172,0.044
229173,0.08
229198,0.042
229203,0.114
229214,0.164
229215,0.014
229237,0.032
229266,0.036
229283,0.312
229291,0.034
229296,0.038
229339,0.072
229370,0.04
229383,0.082
229394,0.052
229419,0.074
229477,0.064
229495,0.012
229504,0.086
229555,0.034
229603,0.042
229646,0.022
229697,0.148
229698,0.054
229752,0.096
229759,0.056
229762,0.022
229773,0.034
229853,0.046
229855,0.022
230019,0.032
230060,0.07
230062,0.054
230064,0.128
230068,0.068
230080,0.414
230090,0.06
230091,0.03
230096,0.032
230148,0.138
230151,0.022
230157,0.086
230184,0.024
230187,0.042
230189,0.188
230240,0.04
230243,0.038
230245,0.032
230254,0.296
230279,0.226
230293,0.072
230396,0.04
230420,0.044
230422,0.046
230425,0.03
230443,0.06
230555,0.186
230566,0.04
230603,0.036
230627,0.122
230630,0.062
230631,0.056
230632,0.04
230633,0.058
230634,0.038
230635,0.146
230636,0.068
230637,0.014
230638,0.172
230639,0.278
230643,0.024
230644,0.034
230645,0.034
230646,0.026
230648,0.122
230649,0.052
230650,0.094
230651,0.054
230653,0.026
230654,0.092
230657,0.198
230660,0.26
230661,0.18
230663,0.064
230664,0.194
228300,0.084
228302,0.052
228303,0.09
228304,0.2
228309,0.022
228312,0.05
228323,0.02
228325,0.126
228331,0.078
228333,0.05
228340,0.056
228341,0.068
228347,0.102
228365,0.042
228377,0.016
228388,0.098
228400,0.092
228403,0.044
228408,0.072
228425,0.05
228427,0.062
228434,0.314
228439,0.048
228444,0.018
228451,0.21
228475,0.1
228483,0.028
228487,0.098
228496,0.308
228516,0.158
228553,0.042
228571,0.246
228573,0.082
228584,0.128
228599,0.048
228605,0.378
228624,0.248
228639,0.136
228640,0.032
228642,0.094
228643,0.06
228677,0.026
228679,0.036
228688,0.27
228696,0.16
228702,0.09
228705,0.182
228708,0.04
228725,0.11
228743,0.06
228757,0.022
228772,0.254
228773,0.07
228803,0.068
228806,0.162
228814,0.024
228816,0.12
228819,0.074
228836,0.056
228843,0.04
228844,0.278
228847,0.074
228861,0.108
228866,0.046
228870,0.032
228878,0.104
228880,0.156
228892,0.068
228912,0.054
228921,0.038
228939,0.052
228949,0.108
228961,0.054
228964,0.058
228982,0.192
228984,0.076
228990,0.11
229003,0.264
229005,0.136
229023,0.078
229024,0.144
229033,0.378
229059,0.112
229061,0.024
229066,0.026
229072,0.048
229081,0.21
229082,0.102
229090,0.038
229102,0.138
229123,0.186
229128,0.094
229138,0.028
229144,0.006
229147,0.03
229148,0.07
229155,0.09
229160,0.056
229183,0.116
229204,0.14
229205,0.332
229206,0.062
229210,0.056
229212,0.192
229242,0.174
229245,0.306
229252,0.08
229258,0.296
229264,0.216
229289,0.184
229299,0.052
229309,0.182
229312,0.044
229314,0.044
229352,0.304
229365,0.084
229375,0.12
229386,0.106
229395,0.14
229397,0.062
229403,0.046
229408,0.052
229412,0.208
229435,0.11
229441,0.136
229450,0.042
229458,0.08
229484,0.106
229486,0.11
229500,0.22
229501,0.052
229510,0.108
229525,0.104
229529,0.054
229530,0.188
229542,0.106
229543,0.07
229547,0.032
229551,0.052
229552,0.018
229562,0.038
229583,0.17
229588,0.118
229589,0.034
229593,0.048
229599,0.008
229605,0.038
229613,0.062
229623,0.118
229662,0.024
229665,0.072
229677,0.034
229679,0.182
229680,0.076
229692,0.2
229694,0.028
229702,0.06
229709,0.072
229723,0.04
229726,0.024
229728,0.022
229747,0.072
229755,0.114
229756,0.026
229757,0.052
229758,0.022
229764,0.028
229766,0.032
229793,0.06
229800,0.022
229807,0.04
229811,0.136
229813,0.026
229818,0.11
229820,0.012
229826,0.01
229827,0.05
229833,0.112
229841,0.132
229842,0.134
229852,0.034
229861,0.084
229869,0.176
229872,0.244
229876,0.032
229887,0.122
229891,0.068
229903,0.01
229908,0.072
229933,0.114
229938,0.052
229958,0.034
229979,0.1
229983,0.09
230002,0.358
230004,0.134
230010,0.262
230026,0.19
230031,0.106
230049,0.008
230051,0.206
230053,0.046
230057,0.266
230082,0.022
230109,0.11
230112,0.03
230140,0.122
230144,0.056
230145,0.104
230146,0.14
230161,0.206
230170,0.064
230188,0.134
230199,0.022
230206,0.038
230214,0.036
230227,0.034
230235,0.336
230241,0.03
230249,0.07
230259,0.218
230275,0.206
230277,0.186
230278,0.036
230280,0.112
230295,0.196
230302,0.114
230304,0.054
230306,0.024
230308,0.05
230331,0.178
230334,0.116
230339,0.196
230353,0.08
230365,0.106
230397,0.054
230426,0.024
230431,0.032
230435,0.08
230437,0.05
230466,0.064
230473,0.036
230488,0.012
230490,0.062
230496,0.05
230499,0.024
230500,0.06
230503,0.036
230505,0.132
230506,0.052
230513,0.05
230516,0.378
230538,0.052
230539,0.034
230541,0.086
230544,0.06
230545,0.144
230558,0.162
230561,0.026
230575,0.286
230577,0.148
230582,0.212
230596,0.056
230616,0.042
230618,0.112
230619,0.114
230659,0.082
230667,0.13
230668,0.162
230671,0.028
230672,0.158
230673,0.054
230674,0.1
230676,0.246
230678,0.154
230679,0.06
230681,0.158
230682,0.068
230683,0.076
230684,0.196
230685,0.022
230686,0.084
230687,0.028
230689,0.058
230690,0.054
230691,0.128
230693,0.11
230695,0.066
230696,0.106
230697,0.028
230698,0.036
230699,0.094
230700,0.1
230701,0.16
230702,0.018
230703,0.142
230705,0.03
230706,0.034
230707,0.062
230708,0.03
230710,0.054
230711,0.076
230712,0.14
230713,0.016
230714,0.072
230715,0.018
230717,0.044
230718,0.056
230719,0.026
230720,0.024
230721,0.032
230722,0.076
230723,0.034
230724,0.042
230725,0.226
230726,0.024
230728,0.052
230730,0.1
230731,0.034
230732,0.032
230733,0.05
230734,0.03
230736,0.042
230737,0.03
230738,0.062
230739,0.098
230740,0.052
230741,0.024
230743,0.186
230744,0.26
230745,0.25
230746,0.042
230747,0.072
230749,0.098
230750,0.126
230751,0.054
230752,0.086
230754,0.056
230755,0.086
230756,0.03
230758,0.03
230759,0.022
230760,0.03
230761,0.346
230764,0.002
230766,0.038
230767,0.252
230768,0.142
230769,0.068
230770,0.024
230771,0.108
230772,0.036
230773,0.204
230775,0.162
230778,0.066
230782,0.048
230784,0.022
230785,0.06
230786,0.044
230787,0.134
230790,0.042
230793,0.042
230794,0.044
230795,0.092
230797,0.028
230798,0.006
230799,0.164
230800,0.054
230801,0.092
230803,0.064
230804,0.158
230805,0.168
230806,0.036
230807,0.04
230808,0.05
230809,0.03
230810,0.07
230811,0.072
230813,0.05
230814,0.108
230816,0.272
230819,0.058
230824,0.036
230825,0.044
230829,0.062
230830,0.188
230831,0.118
230832,0.05
230833,0.038
230834,0.086
230835,0.116
230836,0.038
230837,0.168
230838,0.096
230840,0.136
230841,0.114
230842,0.098
230843,0.032
230844,0.066
230845,0.05
230846,0.042
230847,0.076
230849,0.042
230850,0.038
230853,0.036
230854,0.1
230855,0.074
230858,0.16
230859,0.078
230861,0.08
230862,0.092
230863,0.038
230867,0.036
230868,0.146
230869,0.046
230870,0.022
230871,0.036
230872,0.16
230873,0.058
230874,0.068
230877,0.068
230882,0.1
230883,0.032
230884,0.044
230885,0.038
230886,0.05
230887,0.066
230889,0.052
230890,0.102
230891,0.09
230892,0.144
230893,0.07
230894,0.014
230895,0.108
230897,0.048
230898,0.028
230899,0.156
230900,0.038
230901,0.018
230902,0.022
230903,0.106
230904,0.09
230905,0.034
230906,0.218
230907,0.026
230909,0.188
230910,0.092
230912,0.072
230913,0.074
230914,0.024
230915,0.04
230917,0.042
230918,0.174
230920,0.058
230922,0.038
230923,0.16
230924,0.042
230926,0.068
230927,0.01
230928,0.068
230930,0.158
230932,0.042
230933,0.078
230935,0.12
230936,0.074
230937,0.02
230944,0.106
230945,0.134
230946,0.134
230948,0.086
230949,0.024
230950,0.04
230951,0.302
230952,0.03
230953,0.13
230954,0.054
230956,0.046
230957,0.01
230958,0.092
230960,0.016
230961,0.072
230962,0.16
230963,0.066
230965,0.17
230966,0.11
230967,0.188
230968,0.118
230969,0.012
230970,0.07
230971,0.116
230972,0.044
230973,0.034
230974,0.034
230977,0.04
230979,0.08
230980,0.072
230981,0.098
230983,0.022
230984,0.222
230985,0.064
230986,0.022
230987,0.174
230988,0.212
230989,0.034
230990,0.318
230992,0.128
230994,0.18
230995,0.016
230998,0.104
230999,0.038
231000,0.114
231001,0.048
231002,0.126
231003,0.074
231004,0.056
231005,0.094
231006,0.082
231007,0.094
231009,0.02
231010,0.034
231011,0.068
231012,0.064
231013,0.256
231014,0.056
231016,0.034
231017,0.062
231018,0.126
231019,0.018
231020,0.156
231022,0.074
231023,0.04
231024,0.044
231025,0.066
231026,0.038
231027,0.012
231029,0.054
231030,0.052
231033,0.02
231034,0.048
231035,0.074
231037,0.042
231038,0.038
231040,0.028
231041,0.068
231042,0.034
231043,0.022
231045,0.104
231046,0.11
231047,0.036
231049,0.056
231050,0.03
231052,0.172
231053,0.024
231054,0.078
231055,0.032
231056,0.038
231058,0.14
231059,0.054
231062,0.086
231063,0.094
231064,0.068
231066,0.066
231068,0.036
231069,0.048
231070,0.028
231071,0.19
231072,0.058
231073,0.118
231074,0.044
231075,0.152
231077,0.022
231080,0.098
231081,0.076
231083,0.158
231084,0.01
231085,0.066
231087,0.062
231088,0.088
231089,0.03
231090,0.044
231091,0.176
231092,0.11
231093,0.092
231094,0.038
231095,0.054
231097,0.176
231098,0.076
231099,0.114
231100,0.074
231101,0.044
231102,0.064
231103,0.03
231106,0.018
231108,0.032
231109,0.052
231110,0.044
231111,0.344
231112,0.072
231113,0.11
231114,0.026
231115,0.038
231116,0.132
231117,0.132
231119,0.052
231120,0.028
231121,0.072
231122,0.054
231123,0.054
231124,0.08
231125,0.044
231128,0.08
231129,0.114
231130,0.042
231131,0.124
231132,0.214
231133,0.062
231135,0.02
231138,0.048
231139,0.074
231140,0.05
231141,0.046
231143,0.03
231144,0.12
231146,0.016
231147,0.05
231148,0.048
231149,0.086
231150,0.044
231151,0.042
231152,0.038
231153,0.018
231154,0.134
231155,0.022
231157,0.058
231158,0.02
231159,0.046
231161,0.044
231162,0.102
231163,0.028
231165,0.036
231166,0.02
231167,0.104
231169,0.044
231170,0.054
231171,0.048
231173,0.254
231174,0.282
231176,0.126
231178,0.034
231179,0.04
231181,0.052
231182,0.028
231183,0.196
231184,0.006
231185,0.138
231186,0.056
231187,0.01
231190,0.046
231192,0.078
231193,0.076
231195,0.102
231196,0.014
231199,0.162
231200,0.034
231201,0.038
231205,0.096
231206,0.078
231207,0.016
231208,0.108
231209,0.086
231210,0.114
231212,0.064
231213,0.112
231215,0.078
231216,0.04
231217,0.236
231218,0.064
231219,0.048
231220,0.02
231221,0.074
231222,0.054
231223,0.04
231224,0.062
231225,0.116
231227,0.016
231228,0.27
231229,0.148
231230,0.038
231231,0.182
231232,0.276
231233,0.048
231235,0.044
231236,0.066
231237,0.038
231238,0.062
231239,0.038
231241,0.032
231243,0.126
231244,0.148
231247,0.082
231248,0.08
231249,0.062
231250,0.06
231251,0.022
231252,0.034
231253,0.046
231254,0.018
231255,0.124
231259,0.044
231260,0.038
231261,0.056
231262,0.2
231263,0.026
231264,0.096
231265,0.044
231266,0.07
231267,0.044
231269,0.194
231270,0.032
231271,0.1
231272,0.088
231274,0.068
231275,0.052
231276,0.084
231277,0.088
231278,0.19
231280,0.054
231283,0.22
231286,0.018
231287,0.034
231288,0.038
231289,0.024
231291,0.032
231292,0.026
231293,0.08
231294,0.184
231295,0.072
231296,0.104
231297,0.072
231300,0.086
231302,0.036
231303,0.128
231304,0.178
231305,0.042
231309,0.196
231311,0.136
231313,0.054
231316,0.07
231317,0.1
231318,0.102
231320,0.182
231321,0.03
231322,0.058
231323,0.1
231324,0.022
231325,0.084
231327,0.098
231329,0.066
231330,0.14
231331,0.17
231333,0.098
231334,0.036
231335,0.024
231336,0.058
231337,0.016
231338,0.238
231339,0.036
231340,0.11
231341,0.234
231342,0.196
231344,0.156
231345,0.072
231347,0.078
231348,0.068
231349,0.022
231350,0.054
231354,0.058
231355,0.072
231357,0.024
231358,0.052
231360,0.014
231361,0.17
231362,0.222
231363,0.01
231365,0.072
231368,0.074
231369,0.122
231370,0.032
231371,0.076
231372,0.136
231373,0.198
231374,0.098
231375,0.062
231376,0.272
231377,0.178
231380,0.024
231381,0.056
231382,0.05
231383,0.014
231384,0.038
231385,0.012
231386,0.016
231388,0.012
231389,0.148
231391,0.096
231393,0.112
231394,0.07
231395,0.114
231396,0.026
231397,0.028
231398,0.172
231399,0.028
231401,0.008
231402,0.022
231404,0.082
231406,0.02
231407,0.18
231408,0.134
231410,0.034
231411,0.1
231412,0.04
231413,0.05
231414,0.148
231415,0.042
231416,0.04
231417,0.306
231418,0.054
231419,0.07
231420,0.072
231421,0.176
231422,0.084
231424,0.144
231426,0.164
231428,0.016
231430,0.042
231432,0.186
231440,0.04
231441,0.064
231442,0.034
231443,0.048
231444,0.026
231445,0.078
231447,0.062
231450,0.256
231451,0.182
231452,0.178
231453,0.016
231456,0.23
231457,0.09
231458,0.112
231459,0.116
231461,0.06
231462,0.032
231463,0.066
231464,0.052
231465,0.026
231466,0.044
231467,0.072
231468,0.09
231471,0.022
231473,0.156
231474,0.024
231475,0.09
231476,0.128
231477,0.072
231478,0.304
231479,0.262
231482,0.174
231483,0.102
231485,0.162
231486,0.036
231487,0.022
231488,0.038
231489,0.098
231491,0.166
231492,0.054
231493,0.062
231494,0.032
231495,0.026
231498,0.028
231499,0.042
231500,0.126
231501,0.058
231502,0.128
231503,0.046
231505,0.038
231506,0.204
231507,0.05
231508,0.036
231509,0.056
231510,0.052
231511,0.054
231514,0.192
231515,0.052
231517,0.034
231518,0.104
231519,0.036
231520,0.034
231521,0.08
231522,0.08
231525,0.03
231527,0.016
231528,0.096
231531,0.22
231534,0.034
231535,0.106
231536,0.068
231537,0.058
231538,0.062
231539,0.156
231540,0.036
231541,0.072
231543,0.084
231544,0.08
231545,0.04
231547,0.022
231548,0.038
231549,0.228
231550,0.022
231551,0.05
231553,0.112
231555,0.052
231557,0.076
231558,0.114
231559,0.042
231560,0.164
231564,0.07
231565,0.1
231566,0.046
231567,0.122
231569,0.078
231570,0.126
231571,0.048
231572,0.128
231574,0.06
231575,0.052
231576,0.102
231577,0.324
231578,0.126
231579,0.15
231580,0.022
231581,0.028
231582,0.036
231583,0.012
231584,0.022
231585,0.254
231586,0.13
231587,0.098
231588,0.214
231590,0.136
231591,0.038
231592,0.032
231593,0.054
231594,0.034
231595,0.198
231599,0.036
231600,0.052
231601,0.054
231603,0.024
231604,0.132
231605,0.038
231607,0.032
231608,0.202
231609,0.138
231610,0.172
231611,0.022
231612,0.05
231613,0.212
231614,0.142
231615,0.018
231617,0.232
231618,0.026
231623,0.178
231624,0.056
231625,0.038
231626,0.038
231627,0.058
231631,0.018
231632,0.17
231633,0.02
231634,0.034
231635,0.06
231636,0.062
231638,0.114
231639,0.142
231642,0.062
231643,0.054
231644,0.112
231645,0.032
231646,0.132
231647,0.044
231648,0.092
231651,0.1
231652,0.1
231653,0.336
231654,0.016
231657,0.178
231659,0.094
231660,0.04
231661,0.036
231662,0.054
231663,0.026
231664,0.082
231665,0.09
231666,0.098
231667,0.088
231668,0.058
231669,0.118
231670,0.024
231672,0.022
231673,0.014
231674,0.036
231675,0.128
231676,0.18
231677,0.036
231680,0.038
231681,0.146
231684,0.11
231686,0.116
231688,0.036
231691,0.034
231692,0.074
231693,0.254
231695,0.052
231696,0.22
231697,0.026
231699,0.232
231700,0.04
231701,0.042
231703,0.234
231705,0.096
231706,0.19
231707,0.016
231708,0.138
231709,0.026
231710,0.066
231711,0.038
231712,0.024
231714,0.21
231718,0.032
231719,0.074
231720,0.02
231722,0.132
231723,0.048
231724,0.018
231725,0.164
231727,0.03
231728,0.028
231730,0.02
231731,0.036
231733,0.036
231735,0.022
231737,0.054
231738,0.058
231740,0.026
231741,0.176
231743,0.102
231744,0.038
231745,0.184
231746,0.016
231747,0.106
231748,0.082
231750,0.064
231751,0.142
231753,0.044
231755,0.052
231756,0.028
231759,0.048
231760,0.064
231762,0.126
231763,0.196
231764,0.038
231765,0.018
231766,0.136
231770,0.082
231772,0.056
231775,0.032
231776,0.028
231777,0.164
231779,0.022
231780,0.026
231781,0.07
231788,0.07
231792,0.136
231793,0.068
231794,0.156
231796,0.134
231797,0.13
231798,0.016
231799,0.094
231800,0.052
231801,0.11
231802,0.044
231803,0.022
231805,0.048
231806,0.03
231807,0.04
231809,0.038
231812,0.026
231813,0.026
231814,0.05
231815,0.028
231816,0.13
231817,0.064
231818,0.06
231820,0.046
231821,0.072
231822,0.056
231823,0.054
231824,0.044
231825,0.03
231826,0.096
231827,0.066
231828,0.066
231829,0.028
231830,0.052
231831,0.04
231833,0.088
231834,0.024
231836,0.094
231838,0.028
231841,0.18
231842,0.064
231843,0.038
231844,0.096
231846,0.086
231847,0.066
231848,0.114
231849,0.062
231850,0.028
231851,0.036
231852,0.03
231853,0.03
231854,0.124
231855,0.084
231856,0.06
231857,0.14
231859,0.064
231860,0.052
231861,0.1
231862,0.06
231864,0.1
231865,0.036
231866,0.172
231869,0.066
231871,0.032
231872,0.032
231873,0.034
231875,0.136
231876,0.216
231878,0.092
231879,0.058
231881,0.034
231882,0.186
231883,0.046
231884,0.186
231885,0.096
231886,0.198
231888,0.058
231889,0.028
231890,0.066
231891,0.036
231893,0.068
231894,0.102
231895,0.118
231896,0.06
231898,0.094
231900,0.128
231901,0.088
231902,0.158
231903,0.034
231904,0.228
231905,0.106
231906,0.018
231907,0.07
231908,0.008
231909,0.024
231910,0.082
231911,0.046
231913,0.052
231915,0.046
231916,0.008
231917,0.034
231918,0.054
231920,0.038
231921,0.064
231922,0.046
231925,0.028
231926,0.088
231928,0.024
231930,0.15
231931,0.088
231932,0.024
231933,0.054
231936,0.032
231937,0.136
231939,0.086
231941,0.088
231942,0.03
231943,0.032
231944,0.024
231946,0.03
231949,0.072
231950,0.128
231951,0.036
231952,0.054
231953,0.162
231957,0.046
231958,0.156
231959,0.028
231960,0.138
231961,0.07
231962,0.214
231963,0.076
231964,0.068
231965,0.144
231966,0.038
231967,0.062
231968,0.034
231970,0.238
231971,0.074
231972,0.02
231973,0.052
231974,0.156
231975,0.116
231976,0.046
231977,0.098
231978,0.044
231979,0.156
231980,0.042
231981,0.022
231985,0.09
231988,0.042
231989,0.062
231990,0.024
231991,0.088
231992,0.186
231993,0.058
231994,0.104
231995,0.182
231996,0.05
231998,0.04
231999,0.018
232000,0.032
232001,0.038
232003,0.07
232004,0.04
232005,0.092
232007,0.064
232010,0.204
232011,0.032
232013,0.044
232017,0.048
232018,0.028
232019,0.066
232024,0.136
232026,0.018
232027,0.038
232029,0.058
232030,0.176
232031,0.126
232032,0.014
232033,0.04
232035,0.02
232036,0.1
232037,0.128
232038,0.132
232039,0.03
232040,0.058
232041,0.01
232042,0.042
232043,0.064
232045,0.042
232046,0.06
232048,0.096
232051,0.092
232052,0.056
232053,0.186
232055,0.016
232056,0.048
232057,0.024
232059,0.006
232061,0.112
232062,0.13
232065,0.038
232067,0.036
232068,0.168
232069,0.072
232071,0.116
232072,0.016
232074,0.016
232076,0.142
232077,0.098
232082,0.07
232084,0.13
232085,0.104
232086,0.07
232089,0.03
232090,0.078
232092,0.024
232093,0.054
232096,0.02
232097,0.026
232098,0.056
232099,0.142
232100,0.04
232105,0.05
232106,0.022
232107,0.036
232109,0.076
232111,0.054
232113,0.028
232114,0.024
232116,0.266
232117,0.11
232118,0.046
232119,0.132
232120,0.024
232121,0.306
232124,0.196
232126,0.048
232127,0.03
232128,0.126
232130,0.01
232131,0.044
232133,0.178
232134,0.09
232136,0.156
232137,0.068
232139,0.132
232140,0.042
232141,0.016
232142,0.116
232144,0.204
232145,0.032
232146,0.032
232147,0.13
232150,0.176
232151,0.04
232153,0.104
232155,0.03
232156,0.078
232158,0.21
232159,0.06
232160,0.04
232161,0.036
232165,0.04
232166,0.024
232167,0.03
232168,0.044
232169,0.168
232171,0.068
232173,0.026
232175,0.158
232178,0.072
232181,0.018
232182,0.02
232183,0.088
232184,0.194
232185,0.118
232186,0.11
232187,0.048
232188,0.116
232189,0.162
232190,0.032
232191,0.044
232193,0.036
232194,0.028
232196,0.058
232198,0.018
232199,0.14
232200,0.124
232201,0.054
232202,0.124
232204,0.128
232205,0.01
232206,0.056
232208,0.074
232209,0.074
232211,0.068
232212,0.036
232213,0.056
232214,0.33
232215,0.078
232216,0.074
232217,0.116
232219,0.068
232222,0.388
232224,0.018
232225,0.282
232226,0.058
232229,0.112
232230,0.078
232231,0.144
232232,0.06
232233,0.012
232234,0.05
232235,0.026
232236,0.202
232238,0.154
232241,0.022
232242,0.052
232243,0.054
232244,0.06
232246,0.104
232248,0.048
232249,0.04
232250,0.024
232252,0.146
232253,0.028
232254,0.056
232255,0.122
232258,0.086
232259,0.05
232260,0.214
232261,0.038
232262,0.048
232264,0.114
232265,0.03
232266,0.228
232267,0.204
232268,0.042
232269,0.012
232270,0.044
232271,0.024
232272,0.034
232273,0.062
232274,0.056
232276,0.032
232277,0.058
232280,0.062
232281,0.098
232284,0.024
232286,0.358
232287,0.022
232289,0.168
232291,0.184
232292,0.026
232294,0.052
232295,0.05
232296,0.024
232297,0.074
232298,0.082
232299,0.042
232300,0.02
232302,0.106
232304,0.064
232305,0.082
232306,0.268
232307,0.326
232308,0.056
232310,0.204
232311,0.014
232312,0.032
232313,0.096
232314,0.098
232315,0.316
232317,0.02
232319,0.076
232321,0.042
232322,0.12
232323,0.032
232324,0.052
232326,0.08
232327,0.096
232328,0.042
232330,0.024
232333,0.036
232334,0.09
232336,0.06
232337,0.062
232338,0.04
232339,0.034
232340,0.018
232341,0.082
232342,0.062
232343,0.066
232344,0.072
232345,0.02
232346,0.024
232347,0.048
232348,0.064
232349,0.056
232350,0.052
232351,0.014
232352,0.196
232353,0.206
232354,0.06
232355,0.072
232356,0.044
232357,0.094
232358,0.174
232359,0.046
232361,0.064
232362,0.072
232363,0.112
232365,0.044
232366,0.234
232367,0.038
232368,0.078
232369,0.04
232374,0.012
232375,0.028
232376,0.044
232377,0.144
232378,0.122
232379,0.04
232380,0.076
232381,0.01
232382,0.078
232383,0.022
232385,0.118
232387,0.046
232389,0.07
232393,0.08
232394,0.066
232395,0.036
232396,0.084
232397,0.012
232400,0.03
232401,0.094
232402,0.2
232403,0.02
232404,0.018
232405,0.094
232406,0.064
232407,0.258
232408,0.036
232409,0.056
232411,0.05
232412,0.064
232413,0.084
232416,0.034
232417,0.172
232418,0.13
232419,0.026
232420,0.04
232421,0.018
232422,0.114
232424,0.11
232427,0.292
232429,0.036
232430,0.068
232431,0.07
232432,0.176
232433,0.106
232434,0.058
232435,0.08
232436,0.026
232437,0.208
232438,0.058
232440,0.112
232442,0.228
232444,0.03
232445,0.054
232446,0.026
232447,0.03
232448,0.026
232449,0.036
232451,0.106
232452,0.178
232453,0.028
232454,0.04
232455,0.126
232456,0.096
232457,0.208
232458,0.018
232459,0.096
232461,0.118
232462,0.056
232464,0.036
232465,0.082
232468,0.032
232469,0.028
232470,0.034
232471,0.06
232472,0.056
232473,0.034
232475,0.056
232476,0.024
232477,0.046
232479,0.05
232480,0.042
232481,0.068
232482,0.032
232483,0.102
232484,0.114
232485,0.048
232486,0.186
232487,0.046
232488,0.08
232489,0.042
232490,0.1
232491,0.114
232495,0.04
232496,0.1
232498,0.078
232500,0.124
232501,0.064
232502,0.068
232503,0.088
232504,0.018
232505,0.188
232508,0.042
232509,0.052
232511,0.052
232512,0.014
232513,0.06
232514,0.068
232515,0.062
232517,0.11
232519,0.014
232521,0.054
232522,0.022
232523,0.142
232524,0.014
232525,0.03
232526,0.054
232527,0.012
232528,0.226
232529,0.12
232531,0.126
232533,0.172
232536,0.056
232537,0.024
232538,0.082
232539,0.046
232540,0.04
232542,0.102
232543,0.108
232544,0.034
232545,0.134
232546,0.032
232548,0.056
232549,0.088
232551,0.03
232554,0.048
232555,0.07
232556,0.132
232557,0.03
232561,0.22
232562,0.138
232564,0.044
232565,0.046
232567,0.08
232568,0.12
232569,0.292
232573,0.026
232574,0.118
232576,0.036
232577,0.026
232579,0.014
232580,0.046
232581,0.056
232582,0.046
232583,0.026
232584,0.202
232585,0.106
232587,0.152
232588,0.116
232591,0.12
232592,0.008
232593,0.068
232594,0.108
232595,0.078
232597,0.142
232598,0.156
232599,0.036
232601,0.016
232604,0.058
232605,0.048
232606,0.12
232608,0.082
232609,0.134
232611,0.082
232612,0.032
232613,0.148
232614,0.026
232616,0.148
232617,0.082
232618,0.062
232619,0.1
232620,0.094
232621,0.09
232622,0.042
232623,0.034
232625,0.028
232626,0.158
232627,0.096
232628,0.208
232629,0.038
232630,0.12
232632,0.12
232633,0.032
232634,0.06
232635,0.022
232636,0.016
232637,0.082
232638,0.01
232641,0.074
232642,0.112
232644,0.044
232645,0.142
232646,0.098
232648,0.074
232649,0.074
232650,0.104
232653,0.028
232654,0.178
232655,0.032
232656,0.032
232657,0.03
232658,0.144
232661,0.026
232662,0.07
232663,0.146
232665,0.016
232666,0.06
232667,0.028
232668,0.026
232669,0.26
232670,0.172
232671,0.012
232672,0.08
232673,0.012
232674,0.128
232675,0.042
232677,0.032
232678,0.246
232679,0.162
232680,0.048
232681,0.12
232682,0.072
232683,0.068
232684,0.042
232689,0.046
232690,0.034
232692,0.066
232693,0.062
232694,0.026
232696,0.016
232697,0.014
232698,0.07
232700,0.044
232703,0.118
232704,0.172
232706,0.026
232707,0.044
232709,0.048
232710,0.156
232711,0.072
232712,0.05
232714,0.108
232715,0.072
232716,0.028
232717,0.102
232718,0.036
232721,0.028
232722,0.106
232723,0.034
232724,0.038
232726,0.064
232727,0.032
232728,0.02
232729,0.006
232730,0.056
232731,0.054
232732,0.116
232734,0.144
232735,0.018
232737,0.042
232739,0.022
232740,0.094
232741,0.038
232742,0.024
232744,0.06
232745,0.06
232746,0.01
232747,0.062
232748,0.022
232749,0.19
232751,0.022
232754,0.044
232756,0.038
232757,0.108
232759,0.042
232760,0.02
232761,0.084
232762,0.126
232763,0.032
232764,0.04
232766,0.056
232767,0.06
232768,0.022
232770,0.066
232772,0.024
232774,0.058
232775,0.062
232776,0.07
232780,0.044
232781,0.06
232782,0.094
232783,0.046
232785,0.108
